State/Region,Year-Month,Trendline_Coefficient,prediction
Hubei,2020-1,709.8666666666664,0
Yunnan,2020-1,10.583333333333329,1
Shaanxi,2020-1,10.266666666666664,1
Hebei,2020-1,10.216666666666661,1
Guangxi,2020-1,9.633333333333331,1
Heilongjiang,2020-1,7.066666666666665,1
Hainan,2020-1,6.133333333333332,1
Liaoning,2020-1,5.799999999999998,1
Shanxi,2020-1,5.233333333333332,1
Gansu,2020-1,3.866666666666666,1
Tianjin,2020-1,3.7499999999999996,1
Inner Mongolia,2020-1,2.666666666666666,1
Ningxia,2020-1,2.499999999999999,1
Guizhou,2020-1,2.416666666666666,1
Xinjiang,2020-1,2.0333333333333328,1
Thailand,2020-1,1.8166666666666664,1
Jilin,2020-1,1.6499999999999997,1
Japan,2020-1,1.5333333333333328,1
Singapore,2020-1,1.333333333333333,1
Hong Kong,2020-1,1.2333333333333332,1
Qinghai,2020-1,1.183333333333333,1
Taiwan,2020-1,1.133333333333333,1
Malaysia,2020-1,1.0333333333333332,1
South Korea,2020-1,0.8499999999999999,1
United States of America,2020-1,0.7999999999999998,1
Macau,2020-1,0.7833333333333332,1
Germany,2020-1,0.7333333333333331,1
New South Wales,2020-1,0.6166666666666665,1
United Arab Emirates,2020-1,0.5999999999999999,1
France,2020-1,0.5666666666666668,1
Victoria,2020-1,0.33333333333333326,1
Queensland,2020-1,0.3095238095238094,1
British Columbia,2020-1,0.16666666666666663,1
Cambodia,2020-1,0.1666666666666666,1
Sri Lanka,2020-1,0.1666666666666666,1
Finland,2020-1,0.14999999999999997,1
Italy,2020-1,0.13333333333333328,1
Zhejiang,2020-1,62.266666666666644,2
Guangdong,2020-1,50.216666666666654,2
Henan,2020-1,43.79999999999998,2
Hunan,2020-1,41.34999999999998,2
Anhui,2020-1,28.983333333333327,3
Jiangxi,2020-1,26.983333333333327,3
Chongqing,2020-1,25.166666666666657,3
Shandong,2020-1,23.26666666666666,3
Sichuan,2020-1,21.049999999999994,3
Jiangsu,2020-1,20.183333333333326,3
Fujian,2020-1,15.166666666666664,3
Shanghai,2020-1,15.066666666666665,3
Beijing,2020-1,14.416666666666666,3
France,2020-10,25606.437499999993,0
Brazil,2020-10,22475.824193548284,0
United Kingdom,2020-10,18402.678225806456,0
Ukraine,2020-10,5935.556854838705,1
Mexico,2020-10,5585.902419354818,1
Iran,2020-10,4865.004435483862,1
Indonesia,2020-10,4029.055645161286,1
Romania,2020-10,3676.822177419353,1
Iraq,2020-10,3492.440322580636,1
Switzerland,2020-10,3262.079838709677,1
Nepal,2020-10,3238.2620967741927,1
Morocco,2020-10,3120.497983870966,1
Peru,2020-10,2868.8383064516033,1
Philippines,2020-10,2225.066532258059,1
Portugal,2020-10,2088.5443548387084,1
Jordan,2020-10,1916.0350806451615,1
Turkey,2020-10,1829.7834677419285,1
Israel,2020-10,1773.9499999999975,1
Austria,2020-10,1698.8233870967738,1
South Africa,2020-10,1645.5004032257975,1
Slovakia,2020-10,1581.159274193548,1
Chile,2020-10,1499.521774193538,1
Hungary,2020-10,1479.0181451612898,1
Bangladesh,2020-10,1433.7391129032192,1
Tunisia,2020-10,1368.6774193548385,1
Lebanon,2020-10,1299.8979838709672,1
Myanmar,2020-10,1290.7903225806451,1
Armenia,2020-10,1284.5838709677414,1
United Arab Emirates,2020-10,1265.0725806451583,1
Costa Rica,2020-10,1111.04879032258,1
Georgia,2020-10,1055.1939516129032,1
Quebec,2020-10,995.3741935483861,1
Croatia,2020-10,990.9713709677418,1
Bulgaria,2020-10,981.0165322580644,1
Ecuador,2020-10,974.4862903225795,1
Sweden,2020-10,952.593951612903,1
Ireland,2020-10,911.2891129032255,1
Libya,2020-10,898.1774193548381,1
United States of America,2020-10,61510.411693548456,2
India,2020-10,59414.12096774181,2
Russian Federation,2020-10,14381.529838709675,3
Argentina,2020-10,13738.219758064495,3
Spain,2020-10,13656.984274193537,3
Italy,2020-10,11104.1689516129,3
Belgium,2020-10,10053.90766129032,3
Czechia,2020-10,8908.300806451613,3
Poland,2020-10,8407.844758064517,3
Netherlands,2020-10,7924.42620967742,3
Colombia,2020-10,7771.264919354825,3
Germany,2020-10,6984.745161290321,3
Argentina,2020-11,8742.310789766378,0
Romania,2020-11,8163.315016685201,0
Colombia,2020-11,7823.661846496082,0
Turkey,2020-11,6700.6729699666275,0
Austria,2020-11,6206.613793103447,0
Mexico,2020-11,6108.082758620674,0
Czechia,2020-11,5912.030923248046,0
Portugal,2020-11,5605.822024471631,0
Switzerland,2020-11,5450.970189098993,0
Netherlands,2020-11,5373.962847608446,0
Jordan,2020-11,5048.953058954392,0
Morocco,2020-11,4757.376418242487,0
Hungary,2020-11,4684.421357063404,0
Belgium,2020-11,4483.851390433808,0
Serbia,2020-11,4398.61401557286,0
Sweden,2020-11,4378.049610678528,0
Indonesia,2020-11,4360.672747497208,0
Georgia,2020-11,3323.4593993325916,0
Bulgaria,2020-11,3231.1341490545037,0
Croatia,2020-11,2681.9612903225798,0
Iraq,2020-11,2632.4872080088903,0
Greece,2020-11,2354.4816462736367,0
Pakistan,2020-11,2308.8767519466055,0
South Africa,2020-11,2205.857842046703,0
Azerbaijan,2020-11,2172.72235817575,0
Peru,2020-11,2062.428921023336,0
Nepal,2020-11,1977.925250278082,0
Slovakia,2020-11,1948.6816462736372,0
Bangladesh,2020-11,1930.9114571746263,0
Japan,2020-11,1677.4711902113454,0
Philippines,2020-11,1634.3692992213494,0
Lithuania,2020-11,1619.6502780867627,0
Lebanon,2020-11,1581.6222469410438,0
Armenia,2020-11,1481.5559510567275,0
Ontario,2020-11,1441.7701890989972,0
Slovenia,2020-11,1429.8718576195765,0
Chile,2020-11,1378.964627363727,0
Myanmar,2020-11,1291.925917686317,0
United States of America,2020-11,157456.45717463834,1
Brazil,2020-11,28302.491212458153,2
France,2020-11,26117.12857142859,2
Russian Federation,2020-11,22420.887430478273,2
Poland,2020-11,22116.322135706338,2
United Kingdom,2020-11,21399.430700778623,2
Germany,2020-11,18343.622024471617,2
Spain,2020-11,15090.881201334802,2
Ukraine,2020-11,12046.455172413787,2
Iran,2020-11,12023.59065628474,2
India,2020-11,42535.351946607065,3
Italy,2020-11,32249.940823136796,3
Russian Federation,2020-12,27613.694354838703,0
United Kingdom,2020-12,27219.098790322536,0
India,2020-12,25811.185887096606,0
Germany,2020-12,22240.485483870954,0
Italy,2020-12,15712.739919354839,0
France,2020-12,12675.647580645178,1
Ukraine,2020-12,10670.689919354829,1
Colombia,2020-12,10632.560483870924,1
Mexico,2020-12,10040.500806451593,1
Netherlands,2020-12,9647.436290322572,1
Poland,2020-12,9556.655645161281,1
South Africa,2020-12,8773.977016129014,1
Spain,2020-12,8641.448387096765,1
Iran,2020-12,7914.917338709674,1
Indonesia,2020-12,6579.675806451607,1
Czechia,2020-12,6043.32217741935,1
Argentina,2020-12,6017.546774193534,1
Sweden,2020-12,5868.151209677415,1
Serbia,2020-12,5108.920564516127,1
Romania,2020-12,5057.385887096765,1
Slovakia,2020-12,4980.487096774192,1
Switzerland,2020-12,4034.31733870967,1
Portugal,2020-12,3621.433467741933,1
Hungary,2020-12,3340.4189516128977,1
Azerbaijan,2020-12,3276.278225806451,1
Denmark,2020-12,2933.239112903225,1
Georgia,2020-12,2915.754435483869,1
Lithuania,2020-12,2772.737096774193,1
Japan,2020-12,2761.5149193548373,1
Israel,2020-12,2694.51088709677,1
Croatia,2020-12,2681.859274193547,1
Panama,2020-12,2600.456854838705,1
Pakistan,2020-12,2589.4564516129035,1
Morocco,2020-12,2568.898387096769,1
Austria,2020-12,2429.174999999994,1
Jordan,2020-12,2314.115725806445,1
Belgium,2020-12,2290.8068548387,1
Ontario,2020-12,2184.35887096774,1
Quebec,2020-12,2008.439919354838,1
Chile,2020-12,1884.521370967738,1
Belarus,2020-12,1882.8762096774165,1
Bulgaria,2020-12,1731.8177419354822,1
Palestine,2020-12,1683.4520161290309,1
Peru,2020-12,1661.9153225806344,1
Lebanon,2020-12,1657.8588709677394,1
Malaysia,2020-12,1529.0153225806446,1
Bangladesh,2020-12,1519.2487903225801,1
United States of America,2020-12,211019.01653225807,2
Turkey,2020-12,57008.35685483872,3
Brazil,2020-12,42877.42056451594,3
South Korea,2020-2,66.33842364532016,0
Hubei,2020-2,2305.4536945812806,1
Chongqing,2020-2,10.027586206896563,2
Iran,2020-2,9.849753694581276,2
Hebei,2020-2,8.383743842364533,2
Japan,2020-2,7.920689655172412,2
Beijing,2020-2,7.671428571428574,2
Shanghai,2020-2,5.105911330049267,2
Guangxi,2020-2,5.048768472906409,2
Fujian,2020-2,4.701970443349758,2
Shaanxi,2020-2,4.464532019704439,2
Guizhou,2020-2,4.055172413793105,2
Hainan,2020-2,3.6556650246305455,2
Tianjin,2020-2,3.2733990147783265,2
Singapore,2020-2,3.2536945812807883,2
Hong Kong,2020-2,3.0650246305418714,2
Yunnan,2020-2,2.5359605911330054,2
Shanxi,2020-2,2.3384236453201996,2
Jilin,2020-2,2.23497536945813,2
Xinjiang,2020-2,2.2108374384236464,2
Inner Mongolia,2020-2,1.7640394088669957,2
Ningxia,2020-2,1.7600985221674885,2
Liaoning,2020-2,1.7389162561576372,2
United Kingdom,2020-2,1.5108374384236452,2
Gansu,2020-2,1.4724137931034496,2
France,2020-2,1.3325123152709355,2
Kuwait,2020-2,1.0522167487684724,2
Bahrain,2020-2,1.0049261083743837,2
Taiwan,2020-2,0.8955665024630541,2
Germany,2020-2,0.8773399014778323,2
Spain,2020-2,0.686206896551724,2
Thailand,2020-2,0.6837438423645325,2
Malaysia,2020-2,0.5842364532019707,2
Ontario,2020-2,0.4546798029556649,2
United Arab Emirates,2020-2,0.43793103448275855,2
Viet Nam,2020-2,0.34088669950738937,2
United States of America,2020-2,0.3295566502463055,2
Switzerland,2020-2,0.23300492610837426,2
British Columbia,2020-2,0.22463054187192116,2
Henan,2020-2,26.769950738916283,3
Guangdong,2020-2,24.30837438423647,3
Italy,2020-2,23.178817733990137,3
Anhui,2020-2,22.7857142857143,3
Jiangxi,2020-2,20.726600985221687,3
Shandong,2020-2,20.645812807881775,3
Hunan,2020-2,19.055172413793127,3
Zhejiang,2020-2,17.29655172413794,3
Jiangsu,2020-2,14.72660098522168,3
Heilongjiang,2020-2,14.37536945812808,3
Sichuan,2020-2,11.609359605911338,3
Switzerland,2020-3,573.1653225806454,0
Netherlands,2020-3,429.58548387096783,0
Belgium,2020-3,360.34919354838723,0
Turkey,2020-3,291.4165322580646,0
Austria,2020-3,288.17943548387103,0
Portugal,2020-3,203.5012096774194,0
Israel,2020-3,161.57575083426033,0
Norway,2020-3,161.11411290322584,0
South Korea,2020-3,158.69435483870967,0
Brazil,2020-3,158.11532258064523,0
Sweden,2020-3,148.03629032258067,0
Quebec,2020-3,124.05725806451616,0
Czechia,2020-3,102.39596774193551,0
Ontario,2020-3,97.15,0
Ireland,2020-3,96.3036290322581,0
Malaysia,2020-3,94.94072580645162,0
Denmark,2020-3,92.67137096774195,0
Chile,2020-3,79.14798387096776,0
Luxembourg,2020-3,71.77258064516131,0
Ecuador,2020-3,70.10080645161294,0
Pakistan,2020-3,68.62217741935486,0
Poland,2020-3,66.67540322580645,0
New South Wales,2020-3,62.68911290322581,0
Romania,2020-3,61.5358870967742,0
Finland,2020-3,57.15604838709679,0
Japan,2020-3,56.34677419354839,0
Russian Federation,2020-3,53.63750000000001,0
Thailand,2020-3,50.193951612903234,0
Saudi Arabia,2020-3,49.16411290322583,0
Philippines,2020-3,47.48709677419356,0
Indonesia,2020-3,47.337096774193554,0
South Africa,2020-3,44.1358870967742,0
Greece,2020-3,40.24112903225807,0
India,2020-3,39.03548387096775,0
Iceland,2020-3,38.35766129032259,0
British Columbia,2020-3,34.02016129032259,0
Mexico,2020-3,34.009677419354844,0
Panama,2020-3,31.681451612903228,0
Peru,2020-3,31.01370967741936,0
Dominican Republic,2020-3,28.216935483870976,0
Slovenia,2020-3,28.141129032258075,0
Argentina,2020-3,27.446774193548393,0
Singapore,2020-3,27.41693548387097,0
United States of America,2020-3,5020.045967741937,1
Germany,2020-3,1898.1681451612908,2
France,2020-3,1498.137903225807,2
Iran,2020-3,1328.164919354839,2
United Kingdom,2020-3,1093.835483870968,2
Italy,2020-3,3694.8673387096787,3
Spain,2020-3,2934.499193548387,3
United States of America,2020-4,29337.754393770858,0
Netherlands,2020-4,910.672969966629,1
Quebec,2020-4,838.5655172413793,1
Ecuador,2020-4,789.355061179088,1
Saudi Arabia,2020-4,722.6424916573972,1
Ireland,2020-4,658.3844271412681,1
Mexico,2020-4,592.6140155728588,1
Portugal,2020-4,586.0031145717462,1
Singapore,2020-4,571.0302558398222,1
Sweden,2020-4,556.4560622914349,1
Ontario,2020-4,509.85583982202456,1
Pakistan,2020-4,506.9288097886541,1
Chile,2020-4,485.43515016685205,1
Belarus,2020-4,470.44805339265866,1
Japan,2020-4,443.8714126807564,1
Qatar,2020-4,414.27474972191334,1
United Arab Emirates,2020-4,404.1045606229144,1
Switzerland,2020-4,380.15216907675153,1
Poland,2020-4,357.2329254727475,1
Ukraine,2020-4,343.6918798665184,1
Romania,2020-4,341.7101223581758,1
Israel,2020-4,323.6671857619576,1
Indonesia,2020-4,306.55773081201335,1
Serbia,2020-4,291.80177975528363,1
Bangladesh,2020-4,259.90322580645164,1
Dominican Republic,2020-4,207.427808676307,1
Philippines,2020-4,205.59377085650726,1
Denmark,2020-4,198.67808676306998,1
Panama,2020-4,185.23092324805336,1
Colombia,2020-4,181.83270300333703,1
Austria,2020-4,168.24582869855374,1
Egypt,2020-4,160.4364849833148,1
Alberta,2020-4,156.51034482758624,1
Morocco,2020-4,141.6932146829811,1
South Africa,2020-4,141.6,1
Czechia,2020-4,134.08743047830916,1
Republic of Moldova,2020-4,119.73592880978865,1
Kuwait,2020-4,118.9276974416018,1
France,2020-4,5793.360683760684,2
United Kingdom,2020-4,4599.967964404893,2
Spain,2020-4,3948.7876847290663,2
Turkey,2020-4,3879.824471635151,2
Russian Federation,2020-4,3593.376863181313,2
Italy,2020-4,3286.4787541713,2
Germany,2020-4,3037.158398220243,2
Brazil,2020-4,2528.1263626251393,3
Iran,2020-4,1562.240044493881,3
Belgium,2020-4,1240.7859844271409,3
Peru,2020-4,1176.8022246941048,3
India,2020-4,1138.8269187986655,3
United States of America,2020-5,22384.81975806451,0
Qatar,2020-5,1450.848387096774,1
Turkey,2020-5,1372.2826612903207,1
Bangladesh,2020-5,1276.1697580645161,1
Belarus,2020-5,931.4903225806452,1
South Africa,2020-5,859.8354838709678,1
Spain,2020-5,828.2177975528309,1
Italy,2020-5,822.3903225806453,1
Kuwait,2020-5,804.2298387096774,1
United Arab Emirates,2020-5,749.2899193548387,1
Colombia,2020-5,720.8358870967742,1
Germany,2020-5,692.4169354838666,1
Quebec,2020-5,687.0314516129031,1
Singapore,2020-5,602.7822580645163,1
France,2020-5,589.3975528364829,1
Egypt,2020-5,586.9814516129032,1
Sweden,2020-5,562.6322580645161,1
Indonesia,2020-5,542.0125000000002,1
Afghanistan,2020-5,435.67258064516136,1
Ecuador,2020-5,428.2783251231533,1
Ukraine,2020-5,420.4479838709677,1
Argentina,2020-5,404.15241935483874,1
Poland,2020-5,364.8512096774194,1
Ontario,2020-5,349.1032258064511,1
Dominican Republic,2020-5,329.0475806451612,1
Belgium,2020-5,313.96411290322567,1
Oman,2020-5,278.61169354838717,1
Bahrain,2020-5,274.83427419354837,1
Bolivia,2020-5,273.3649193548387,1
Philippines,2020-5,266.0270161290322,1
Nigeria,2020-5,258.2258064516129,1
Portugal,2020-5,242.24916573971043,1
Armenia,2020-5,234.8266129032258,1
Kazakhstan,2020-5,232.54274193548383,1
Romania,2020-5,217.66774193548375,1
Netherlands,2020-5,204.4669354838713,1
Panama,2020-5,199.0943548387096,1
Ghana,2020-5,195.34274193548387,1
Algeria,2020-5,180.23790322580646,1
Sudan,2020-5,151.63467741935486,1
Brazil,2020-5,14004.975806451612,2
Russian Federation,2020-5,9745.42016129032,2
India,2020-5,4987.167741935485,3
Peru,2020-5,3910.4645161290314,3
Chile,2020-5,3356.7201612903223,3
United Kingdom,2020-5,2501.784274193548,3
Mexico,2020-5,2336.704435483871,3
Saudi Arabia,2020-5,2168.4834677419353,3
Iran,2020-5,1897.687499999999,3
Pakistan,2020-5,1738.965322580645,3
Argentina,2020-6,1611.1434927697444,0
Egypt,2020-6,1480.789988876529,0
Iraq,2020-6,1463.3850945494999,0
Qatar,2020-6,1291.8867630700756,0
Turkey,2020-6,1247.0522803114534,0
Indonesia,2020-6,1034.835817575083,0
Sweden,2020-6,1018.4832035595094,0
Oman,2020-6,978.3868743047827,0
United Kingdom,2020-6,910.8211345939891,0
Bolivia,2020-6,796.8565072302557,0
Ukraine,2020-6,729.5581757508337,0
Panama,2020-6,688.8649610678527,0
Belarus,2020-6,657.3472747497212,0
Philippines,2020-6,628.1448275862064,0
Kuwait,2020-6,611.9301446051162,0
Ecuador,2020-6,569.5223581757498,0
Afghanistan,2020-6,553.8680756395993,0
Armenia,2020-6,547.3248053392659,0
Nigeria,2020-6,542.5239154616239,0
Dominican Republic,2020-6,523.3228031145715,0
Bahrain,2020-6,515.9537263626247,0
Honduras,2020-6,488.7886540600668,0
Guatemala,2020-6,448.37575083426026,0
United Arab Emirates,2020-6,446.1043381535023,0
Germany,2020-6,439.16373748609124,0
Nepal,2020-6,418.10278086763066,0
Azerbaijan,2020-6,402.4109010011122,0
Kazakhstan,2020-6,378.66852057842016,0
Poland,2020-6,367.06963292547175,0
France,2020-6,338.7301587301542,0
Spain,2020-6,335.01312569520934,0
Portugal,2020-6,327.50789766407013,0
Ghana,2020-6,327.35461624026675,0
Republic of Moldova,2020-6,304.9928809788653,0
Singapore,2020-6,282.93859844271304,0
Italy,2020-6,269.24482758621235,0
Romania,2020-6,264.4022246941044,0
Brazil,2020-6,31367.05960591133,1
United States of America,2020-6,27598.489432702954,1
India,2020-6,13068.367296996661,2
Russian Federation,2020-6,8101.581535038919,2
Chile,2020-6,5334.238264738596,3
Pakistan,2020-6,4998.264516129031,3
Mexico,2020-6,4632.331924360399,3
Peru,2020-6,4013.9003337041113,3
South Africa,2020-6,3919.4796440489426,3
Saudi Arabia,2020-6,3735.5417130144583,3
Bangladesh,2020-6,3333.1239154616237,3
Iran,2020-6,2463.0909899888716,3
Colombia,2020-6,2297.8705228031145,3
Brazil,2020-7,38972.062096774185,0
India,2020-7,35820.729838709674,0
Bangladesh,2020-7,2915.6225806451603,1
Saudi Arabia,2020-7,2699.2633064516067,1
Iran,2020-7,2429.14153225806,1
Chile,2020-7,2406.512096774188,1
Iraq,2020-7,2379.464919354838,1
Pakistan,2020-7,1992.8540322580602,1
Philippines,2020-7,1741.480241935483,1
Indonesia,2020-7,1674.5060483870961,1
Kazakhstan,2020-7,1658.2560483870968,1
Israel,2020-7,1558.4306451612902,1
Bolivia,2020-7,1446.3040322580646,1
Oman,2020-7,1366.7044354838708,1
Spain,2020-7,1227.4475806451535,1
Dominican Republic,2020-7,1207.6669354838702,1
Kyrgyzstan,2020-7,1186.9564516129033,1
Guatemala,2020-7,1047.2133064516127,1
Panama,2020-7,1043.7044354838704,1
Turkey,2020-7,973.9229838709657,1
Ecuador,2020-7,902.533064516129,1
Ukraine,2020-7,817.6306451612895,1
Egypt,2020-7,796.3862903225792,1
Romania,2020-7,771.6008064516125,1
Honduras,2020-7,731.0834677419354,1
United Kingdom,2020-7,666.8891129032233,1
Kuwait,2020-7,660.2903225806452,1
Ghana,2020-7,579.6282258064512,1
Nigeria,2020-7,565.2133064516125,1
France,2020-7,558.9733870967708,1
Algeria,2020-7,545.3237903225807,1
Japan,2020-7,545.062903225806,1
Uzbekistan,2020-7,509.53024193548384,1
Costa Rica,2020-7,482.35967741935485,1
Kenya,2020-7,464.26653225806444,1
Bahrain,2020-7,461.671370967742,1
Azerbaijan,2020-7,461.3463709677416,1
Qatar,2020-7,446.77983870967506,1
